,STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,s_adj,Seasonal adjustment,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
92,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q1,,60990.0,,,,,
93,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q2,,60898.0,,,,,
94,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q3,,61085.0,,,,,
95,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FI,Finland,2025-Q4,,61764.0,,,,,
96,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q1,,619782.2,,,,,
97,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q2,,634286.6,,,,,
98,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q3,,639035.9,,,,,
99,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2023-Q4,,648595.6,,,,,
100,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q1,,648929.6,,,,,
101,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q2,,648221.9,,,,,
102,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q3,,658120.4,,,,,
103,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2024-Q4,,657112.6,,,,,
104,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q1,,659225.9,,,,,
105,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q2,,660722.3,,,,,
106,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q3,,666381.3,,,,,
107,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",FR,France,2025-Q4,,670564.2,,,,,
108,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q1,,16037.6,,,,,
109,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q2,,16388.3,,,,,
110,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q3,,16725.8,,,,,
111,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2023-Q4,,17063.1,,,,,
112,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q1,,17520.6,,p,provisional,,
113,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q2,,17725.1,,p,provisional,,
114,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q3,,17897.3,,p,provisional,,
115,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2024-Q4,,18065.2,,p,provisional,,
116,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q1,,18420.3,,p,provisional,,
117,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q2,,18989.4,,p,provisional,,
118,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q3,,19369.3,,p,provisional,,
119,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",HR,Croatia,2025-Q4,,20034.1,,p,provisional,,
120,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2023-Q1,,121950.4,,,,,
121,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2023-Q2,,126546.3,,,,,
122,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2023-Q3,,126955.4,,,,,
123,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2023-Q4,,125205.1,,,,,
124,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2024-Q1,,122202.9,,,,,
125,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2024-Q2,,131632.4,,,,,
126,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2024-Q3,,137050.3,,,,,
127,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2024-Q4,,146414.7,,,,,
128,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2025-Q1,,152946.8,,,,,
129,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2025-Q2,,153726.7,,,,,
130,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2025-Q3,,150386.5,,,,,
131,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IE,Ireland,2025-Q4,,155560.1,,,,,
132,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2023-Q1,,474390.5,,,,,
133,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2023-Q2,,481452.4,,,,,
134,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2023-Q3,,484075.6,,,,,
135,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2023-Q4,,486305.8,,,,,
136,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2024-Q1,,489505.7,,,,,
137,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2024-Q2,,489259.5,,,,,
138,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2024-Q3,,491757.3,,,,,
139,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2024-Q4,,495294.2,,,,,
140,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2025-Q1,,498257.8,,,,,
141,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2025-Q2,,501981.7,,,,,
142,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2025-Q3,,504662.9,,,,,
143,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",IT,Italy,2025-Q4,,509509.0,,,,,
144,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2023-Q1,,16408.7,,,,,
145,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2023-Q2,,16784.7,,,,,
146,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2023-Q3,,16813.6,,,,,
147,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2023-Q4,,17017.0,,,,,
148,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2024-Q1,,17166.0,,,,,
149,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2024-Q2,,17537.8,,,,,
150,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2024-Q3,,17982.8,,,,,
151,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2024-Q4,,18059.2,,,,,
152,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2025-Q1,,18360.3,,,,,
153,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2025-Q2,,18665.5,,,,,
154,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2025-Q3,,18881.4,,,,,
155,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LT,Lithuania,2025-Q4,,19263.9,,,,,
156,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2023-Q1,,18362.8,,,,,
157,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2023-Q2,,18995.8,,,,,
158,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2023-Q3,,19058.4,,,,,
159,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2023-Q4,,18927.9,,,,,
160,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2024-Q1,,19409.3,,,,,
161,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2024-Q2,,19578.6,,,,,
162,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2024-Q3,,19374.8,,,,,
163,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2024-Q4,,19599.6,,,,,
164,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2025-Q1,,19843.2,,p,provisional,,
165,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2025-Q2,,19889.7,,p,provisional,,
166,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2025-Q3,,20510.3,,p,provisional,,
167,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LU,Luxembourg,2025-Q4,,20978.5,,p,provisional,,
168,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2023-Q1,,8960.4,,,,,
169,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2023-Q2,,8647.1,,,,,
170,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2023-Q3,,8573.0,,,,,
171,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2023-Q4,,8664.9,,,,,
172,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2024-Q1,,8704.6,,,,,
173,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2024-Q2,,8890.1,,,,,
174,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2024-Q3,,8815.5,,,,,
175,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2024-Q4,,9018.6,,,,,
176,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2025-Q1,,9116.1,,,,,
177,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2025-Q2,,9254.0,,,,,
178,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2025-Q3,,9423.4,,,,,
179,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",LV,Latvia,2025-Q4,,9564.3,,,,,
180,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2023-Q1,,4634.1,,,,,
181,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2023-Q2,,4828.1,,,,,
182,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2023-Q3,,4890.2,,,,,
183,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2023-Q4,,5072.7,,,,,
184,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2024-Q1,,5197.0,,,,,
185,dataflow,ESTAT:NAMQ_10_GDP(1.0),"Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data",Q,Quarterly,CP_MEUR,"Current prices, million euro",SCA,Seasonally and calendar adjusted data,B1G,"Value added, gross",MT,Malta,2024-Q2,,5301.2,,,,,
