Quarter,Country,Industry,Value,Variable
2005.0,Netherlands,Construction,82.253,Gross Value Added
2005.25,Netherlands,Construction,84.726,Gross Value Added
2005.5,Netherlands,Construction,84.806,Gross Value Added
2005.75,Netherlands,Construction,86.188,Gross Value Added
2006.0,Netherlands,Construction,84.636,Gross Value Added
2006.25,Netherlands,Construction,86.238,Gross Value Added
2006.5,Netherlands,Construction,88.671,Gross Value Added
2006.75,Netherlands,Construction,90.493,Gross Value Added
2007.0,Netherlands,Construction,93.136,Gross Value Added
2007.25,Netherlands,Construction,93.016,Gross Value Added
2007.5,Netherlands,Construction,93.617,Gross Value Added
2007.75,Netherlands,Construction,94.178,Gross Value Added
2008.0,Netherlands,Construction,97.232,Gross Value Added
2008.25,Netherlands,Construction,97.822,Gross Value Added
2008.5,Netherlands,Construction,96.13,Gross Value Added
2008.75,Netherlands,Construction,95.76,Gross Value Added
2009.0,Netherlands,Construction,99.584,Gross Value Added
2009.25,Netherlands,Construction,94.178,Gross Value Added
2009.5,Netherlands,Construction,90.243,Gross Value Added
2009.75,Netherlands,Construction,85.777,Gross Value Added
2010.0,Netherlands,Construction,81.772,Gross Value Added
2010.25,Netherlands,Construction,83.574,Gross Value Added
2010.5,Netherlands,Construction,81.332,Gross Value Added
2010.75,Netherlands,Construction,79.049,Gross Value Added
2011.0,Netherlands,Construction,88.04,Gross Value Added
2011.25,Netherlands,Construction,82.103,Gross Value Added
2011.5,Netherlands,Construction,80.17,Gross Value Added
2011.75,Netherlands,Construction,77.957,Gross Value Added
2012.0,Netherlands,Construction,76.375,Gross Value Added
2012.25,Netherlands,Construction,75.845,Gross Value Added
2012.5,Netherlands,Construction,75.785,Gross Value Added
2012.75,Netherlands,Construction,71.84,Gross Value Added
2013.0,Netherlands,Construction,68.926,Gross Value Added
2013.25,Netherlands,Construction,69.907,Gross Value Added
2013.5,Netherlands,Construction,71.489,Gross Value Added
2013.75,Netherlands,Construction,72.711,Gross Value Added
2014.0,Netherlands,Construction,70.999,Gross Value Added
2014.25,Netherlands,Construction,69.677,Gross Value Added
2014.5,Netherlands,Construction,70.768,Gross Value Added
2014.75,Netherlands,Construction,79.199,Gross Value Added
2015.0,Netherlands,Construction,74.643,Gross Value Added
2015.25,Netherlands,Construction,77.207,Gross Value Added
2015.5,Netherlands,Construction,76.365,Gross Value Added
2015.75,Netherlands,Construction,79.509,Gross Value Added
2016.0,Netherlands,Construction,82.073,Gross Value Added
2016.25,Netherlands,Construction,82.653,Gross Value Added
2016.5,Netherlands,Construction,85.497,Gross Value Added
2016.75,Netherlands,Construction,86.758,Gross Value Added
2017.0,Netherlands,Construction,88.32,Gross Value Added
2017.25,Netherlands,Construction,89.782,Gross Value Added
2017.5,Netherlands,Construction,91.254,Gross Value Added
2017.75,Netherlands,Construction,93.447,Gross Value Added
2018.0,Netherlands,Construction,91.334,Gross Value Added
2018.25,Netherlands,Construction,95.93,Gross Value Added
2018.5,Netherlands,Construction,95.019,Gross Value Added
2018.75,Netherlands,Construction,98.804,Gross Value Added
2019.0,Netherlands,Construction,99.855,Gross Value Added
2019.25,Netherlands,Construction,100.606,Gross Value Added
2019.5,Netherlands,Construction,102.558,Gross Value Added
2019.75,Netherlands,Construction,101.146,Gross Value Added
2020.0,Netherlands,Construction,102.658,Gross Value Added
2020.25,Netherlands,Construction,96.12,Gross Value Added
2020.5,Netherlands,Construction,100.255,Gross Value Added
2020.75,Netherlands,Construction,100.966,Gross Value Added
2021.0,Netherlands,Construction,101.837,Gross Value Added
2021.25,Netherlands,Construction,102.939,Gross Value Added
2021.5,Netherlands,Construction,104.04,Gross Value Added
2021.75,Netherlands,Construction,106.113,Gross Value Added
2022.0,Netherlands,Construction,108.836,Gross Value Added
2022.25,Netherlands,Construction,109.827,Gross Value Added
2022.5,Netherlands,Construction,110.058,Gross Value Added
2022.75,Netherlands,Construction,111.91,Gross Value Added
2023.0,Netherlands,Construction,115.434,Gross Value Added
2023.25,Netherlands,Construction,113.171,Gross Value Added
2023.5,Netherlands,Construction,111.9,Gross Value Added
2023.75,Netherlands,Construction,111.469,Gross Value Added
2024.0,Netherlands,Construction,107.554,Gross Value Added
2024.25,Netherlands,Construction,110.398,Gross Value Added
2024.5,Netherlands,Construction,111.159,Gross Value Added
2024.75,Netherlands,Construction,111.119,Gross Value Added
2025.0,Netherlands,Construction,111.67,Gross Value Added
2025.25,Netherlands,Construction,111.339,Gross Value Added
2025.5,Netherlands,Construction,111.589,Gross Value Added
2025.75,Netherlands,Construction,112.721,Gross Value Added
2026.0,Netherlands,Construction,111.86,Gross Value Added
1997.0,Norway,Construction,59.552,Gross Value Added
1997.25,Norway,Construction,60.285,Gross Value Added
1997.5,Norway,Construction,62.397,Gross Value Added
1997.75,Norway,Construction,63.101,Gross Value Added
1998.0,Norway,Construction,65.1,Gross Value Added
1998.25,Norway,Construction,65.688,Gross Value Added
1998.5,Norway,Construction,66.067,Gross Value Added
1998.75,Norway,Construction,64.744,Gross Value Added
1999.0,Norway,Construction,66.528,Gross Value Added
1999.25,Norway,Construction,65.749,Gross Value Added
1999.5,Norway,Construction,63.83,Gross Value Added
1999.75,Norway,Construction,65.372,Gross Value Added
2000.0,Norway,Construction,67.554,Gross Value Added
2000.25,Norway,Construction,65.523,Gross Value Added
2000.5,Norway,Construction,64.841,Gross Value Added
2000.75,Norway,Construction,65.709,Gross Value Added
2001.0,Norway,Construction,64.848,Gross Value Added
2001.25,Norway,Construction,64.537,Gross Value Added
2001.5,Norway,Construction,64.981,Gross Value Added
2001.75,Norway,Construction,64.919,Gross Value Added
2002.0,Norway,Construction,66.958,Gross Value Added
2002.25,Norway,Construction,65.255,Gross Value Added
2002.5,Norway,Construction,66.034,Gross Value Added
2002.75,Norway,Construction,65.36,Gross Value Added
2003.0,Norway,Construction,68.496,Gross Value Added
2003.25,Norway,Construction,68.188,Gross Value Added
2003.5,Norway,Construction,68.338,Gross Value Added
2003.75,Norway,Construction,68.735,Gross Value Added
2004.0,Norway,Construction,67.791,Gross Value Added
2004.25,Norway,Construction,70.971,Gross Value Added
2004.5,Norway,Construction,71.603,Gross Value Added
2004.75,Norway,Construction,72.674,Gross Value Added
2005.0,Norway,Construction,72.883,Gross Value Added
2005.25,Norway,Construction,73.201,Gross Value Added
2005.5,Norway,Construction,74.281,Gross Value Added
2005.75,Norway,Construction,74.428,Gross Value Added
2006.0,Norway,Construction,79.334,Gross Value Added
2006.25,Norway,Construction,79.204,Gross Value Added
2006.5,Norway,Construction,79.073,Gross Value Added
2006.75,Norway,Construction,79.592,Gross Value Added
2007.0,Norway,Construction,84.006,Gross Value Added
2007.25,Norway,Construction,86.227,Gross Value Added
2007.5,Norway,Construction,88.329,Gross Value Added
2007.75,Norway,Construction,91.665,Gross Value Added
2008.0,Norway,Construction,90.358,Gross Value Added
2008.25,Norway,Construction,89.961,Gross Value Added
2008.5,Norway,Construction,87.963,Gross Value Added
2008.75,Norway,Construction,86.698,Gross Value Added
2009.0,Norway,Construction,83.932,Gross Value Added
2009.25,Norway,Construction,82.072,Gross Value Added
2009.5,Norway,Construction,82.224,Gross Value Added
2009.75,Norway,Construction,80.519,Gross Value Added
2010.0,Norway,Construction,79.49,Gross Value Added
2010.25,Norway,Construction,79.831,Gross Value Added
2010.5,Norway,Construction,81.15,Gross Value Added
2010.75,Norway,Construction,80.508,Gross Value Added
2011.0,Norway,Construction,80.918,Gross Value Added
2011.25,Norway,Construction,81.438,Gross Value Added
2011.5,Norway,Construction,81.918,Gross Value Added
2011.75,Norway,Construction,84.686,Gross Value Added
2012.0,Norway,Construction,88.619,Gross Value Added
2012.25,Norway,Construction,87.891,Gross Value Added
2012.5,Norway,Construction,87.364,Gross Value Added
2012.75,Norway,Construction,87.879,Gross Value Added
2013.0,Norway,Construction,88.184,Gross Value Added
2013.25,Norway,Construction,88.48,Gross Value Added
2013.5,Norway,Construction,89.832,Gross Value Added
2013.75,Norway,Construction,91.252,Gross Value Added
2014.0,Norway,Construction,90.066,Gross Value Added
2014.25,Norway,Construction,91.02,Gross Value Added
2014.5,Norway,Construction,91.804,Gross Value Added
2014.75,Norway,Construction,91.069,Gross Value Added
2015.0,Norway,Construction,91.486,Gross Value Added
2015.25,Norway,Construction,92.546,Gross Value Added
2015.5,Norway,Construction,93.225,Gross Value Added
2015.75,Norway,Construction,92.958,Gross Value Added
2016.0,Norway,Construction,93.808,Gross Value Added
2016.25,Norway,Construction,95.847,Gross Value Added
2016.5,Norway,Construction,92.502,Gross Value Added
2016.75,Norway,Construction,97.278,Gross Value Added
2017.0,Norway,Construction,99.888,Gross Value Added
2017.25,Norway,Construction,98.911,Gross Value Added
2017.5,Norway,Construction,95.995,Gross Value Added
2017.75,Norway,Construction,99.868,Gross Value Added
2018.0,Norway,Construction,100.741,Gross Value Added
2018.25,Norway,Construction,101.22,Gross Value Added
2018.5,Norway,Construction,98.05,Gross Value Added
2018.75,Norway,Construction,102.266,Gross Value Added
2019.0,Norway,Construction,105.245,Gross Value Added
2019.25,Norway,Construction,105.069,Gross Value Added
2019.5,Norway,Construction,102.702,Gross Value Added
2019.75,Norway,Construction,105.377,Gross Value Added
2020.0,Norway,Construction,101.543,Gross Value Added
2020.25,Norway,Construction,98.141,Gross Value Added
2020.5,Norway,Construction,99.485,Gross Value Added
2020.75,Norway,Construction,100.832,Gross Value Added
2021.0,Norway,Construction,101.551,Gross Value Added
2021.25,Norway,Construction,101.13,Gross Value Added
2021.5,Norway,Construction,101.787,Gross Value Added
2021.75,Norway,Construction,104.725,Gross Value Added
2022.0,Norway,Construction,105.752,Gross Value Added
2022.25,Norway,Construction,105.889,Gross Value Added
2022.5,Norway,Construction,105.314,Gross Value Added
2022.75,Norway,Construction,105.388,Gross Value Added
2023.0,Norway,Construction,104.985,Gross Value Added
2023.25,Norway,Construction,103.845,Gross Value Added
2023.5,Norway,Construction,102.966,Gross Value Added
2023.75,Norway,Construction,102.085,Gross Value Added
2024.0,Norway,Construction,101.532,Gross Value Added
2024.25,Norway,Construction,100.44,Gross Value Added
2024.5,Norway,Construction,99.096,Gross Value Added
2024.75,Norway,Construction,98.083,Gross Value Added
2025.0,Norway,Construction,98.513,Gross Value Added
2025.25,Norway,Construction,97.92,Gross Value Added
2025.5,Norway,Construction,97.11,Gross Value Added
2025.75,Norway,Construction,97.207,Gross Value Added
2026.0,Norway,Construction,96.939,Gross Value Added
1997.0,Poland,Construction,59.146,Gross Value Added
1997.25,Poland,Construction,60.641,Gross Value Added
1997.5,Poland,Construction,60.767,Gross Value Added
1997.75,Poland,Construction,62.752,Gross Value Added
1998.0,Poland,Construction,65.013,Gross Value Added
1998.25,Poland,Construction,66.44,Gross Value Added
1998.5,Poland,Construction,68.641,Gross Value Added
1998.75,Poland,Construction,69.129,Gross Value Added
1999.0,Poland,Construction,71.003,Gross Value Added
1999.25,Poland,Construction,68.666,Gross Value Added
1999.5,Poland,Construction,66.816,Gross Value Added
1999.75,Poland,Construction,63.795,Gross Value Added
2000.0,Poland,Construction,59.856,Gross Value Added
2000.25,Poland,Construction,61.672,Gross Value Added
2000.5,Poland,Construction,61.637,Gross Value Added
2000.75,Poland,Construction,63.22,Gross Value Added
2001.0,Poland,Construction,64.101,Gross Value Added
2001.25,Poland,Construction,62.574,Gross Value Added
2001.5,Poland,Construction,61.202,Gross Value Added
2001.75,Poland,Construction,60.729,Gross Value Added
2002.0,Poland,Construction,59.888,Gross Value Added
2002.25,Poland,Construction,57.638,Gross Value Added
2002.5,Poland,Construction,56.922,Gross Value Added
2002.75,Poland,Construction,55.423,Gross Value Added
2003.0,Poland,Construction,54.364,Gross Value Added
2003.25,Poland,Construction,54.488,Gross Value Added
2003.5,Poland,Construction,55.146,Gross Value Added
2003.75,Poland,Construction,54.336,Gross Value Added
2004.0,Poland,Construction,55.216,Gross Value Added
2004.25,Poland,Construction,54.281,Gross Value Added
2004.5,Poland,Construction,54.274,Gross Value Added
2004.75,Poland,Construction,55.437,Gross Value Added
2005.0,Poland,Construction,52.809,Gross Value Added
2005.25,Poland,Construction,55.712,Gross Value Added
2005.5,Poland,Construction,55.722,Gross Value Added
2005.75,Poland,Construction,57.022,Gross Value Added
2006.0,Poland,Construction,56.714,Gross Value Added
2006.25,Poland,Construction,60.314,Gross Value Added
2006.5,Poland,Construction,62.614,Gross Value Added
2006.75,Poland,Construction,64.56,Gross Value Added
2007.0,Poland,Construction,68.661,Gross Value Added
2007.25,Poland,Construction,64.26,Gross Value Added
2007.5,Poland,Construction,65.591,Gross Value Added
2007.75,Poland,Construction,65.86,Gross Value Added
2008.0,Poland,Construction,63.488,Gross Value Added
2008.25,Poland,Construction,65.804,Gross Value Added
2008.5,Poland,Construction,62.607,Gross Value Added
2008.75,Poland,Construction,61.636,Gross Value Added
2009.0,Poland,Construction,75.722,Gross Value Added
2009.25,Poland,Construction,71.987,Gross Value Added
2009.5,Poland,Construction,73.204,Gross Value Added
2009.75,Poland,Construction,71.428,Gross Value Added
2010.0,Poland,Construction,71.3,Gross Value Added
2010.25,Poland,Construction,73.151,Gross Value Added
2010.5,Poland,Construction,74.162,Gross Value Added
2010.75,Poland,Construction,78.419,Gross Value Added
2011.0,Poland,Construction,84.993,Gross Value Added
2011.25,Poland,Construction,87.837,Gross Value Added
2011.5,Poland,Construction,91.324,Gross Value Added
2011.75,Poland,Construction,90.007,Gross Value Added
2012.0,Poland,Construction,86.908,Gross Value Added
2012.25,Poland,Construction,87.933,Gross Value Added
2012.5,Poland,Construction,82.025,Gross Value Added
2012.75,Poland,Construction,81.456,Gross Value Added
2013.0,Poland,Construction,79.025,Gross Value Added
2013.25,Poland,Construction,78.475,Gross Value Added
2013.5,Poland,Construction,82.113,Gross Value Added
2013.75,Poland,Construction,83.36,Gross Value Added
2014.0,Poland,Construction,86.485,Gross Value Added
2014.25,Poland,Construction,87.837,Gross Value Added
2014.5,Poland,Construction,88.933,Gross Value Added
2014.75,Poland,Construction,89.732,Gross Value Added
2015.0,Poland,Construction,95.225,Gross Value Added
2015.25,Poland,Construction,94.704,Gross Value Added
2015.5,Poland,Construction,98.704,Gross Value Added
2015.75,Poland,Construction,96.422,Gross Value Added
2016.0,Poland,Construction,94.483,Gross Value Added
2016.25,Poland,Construction,93.691,Gross Value Added
2016.5,Poland,Construction,89.255,Gross Value Added
2016.75,Poland,Construction,95.037,Gross Value Added
2017.0,Poland,Construction,88.828,Gross Value Added
2017.25,Poland,Construction,92.668,Gross Value Added
2017.5,Poland,Construction,96.347,Gross Value Added
2017.75,Poland,Construction,95.167,Gross Value Added
2018.0,Poland,Construction,103.434,Gross Value Added
2018.25,Poland,Construction,104.265,Gross Value Added
2018.5,Poland,Construction,105.217,Gross Value Added
2018.75,Poland,Construction,107.835,Gross Value Added
2019.0,Poland,Construction,106.302,Gross Value Added
2019.25,Poland,Construction,106.757,Gross Value Added
2019.5,Poland,Construction,109.189,Gross Value Added
2019.75,Poland,Construction,104.596,Gross Value Added
2020.0,Poland,Construction,105.094,Gross Value Added
2020.25,Poland,Construction,100.198,Gross Value Added
2020.5,Poland,Construction,96.0,Gross Value Added
2020.75,Poland,Construction,98.709,Gross Value Added
2021.0,Poland,Construction,99.129,Gross Value Added
2021.25,Poland,Construction,104.567,Gross Value Added
2021.5,Poland,Construction,108.343,Gross Value Added
2021.75,Poland,Construction,110.012,Gross Value Added
2022.0,Poland,Construction,110.891,Gross Value Added
2022.25,Poland,Construction,110.021,Gross Value Added
2022.5,Poland,Construction,109.697,Gross Value Added
2022.75,Poland,Construction,106.681,Gross Value Added
2023.0,Poland,Construction,110.572,Gross Value Added
2023.25,Poland,Construction,107.881,Gross Value Added
2023.5,Poland,Construction,106.752,Gross Value Added
2023.75,Poland,Construction,108.259,Gross Value Added
2024.0,Poland,Construction,101.384,Gross Value Added
2024.25,Poland,Construction,104.31,Gross Value Added
2024.5,Poland,Construction,102.58,Gross Value Added
2024.75,Poland,Construction,100.047,Gross Value Added
2025.0,Poland,Construction,104.145,Gross Value Added
2025.25,Poland,Construction,102.087,Gross Value Added
2025.5,Poland,Construction,102.956,Gross Value Added
2025.75,Poland,Construction,104.773,Gross Value Added
2026.0,Poland,Construction,102.593,Gross Value Added
1997.0,Romania,Construction,44.549,Gross Value Added
1997.25,Romania,Construction,41.188,Gross Value Added
1997.5,Romania,Construction,55.609,Gross Value Added
1997.75,Romania,Construction,47.912,Gross Value Added
1998.0,Romania,Construction,33.069,Gross Value Added
1998.25,Romania,Construction,48.07,Gross Value Added
1998.5,Romania,Construction,48.384,Gross Value Added
1998.75,Romania,Construction,51.182,Gross Value Added
1999.0,Romania,Construction,39.532,Gross Value Added
1999.25,Romania,Construction,47.429,Gross Value Added
1999.5,Romania,Construction,44.346,Gross Value Added
1999.75,Romania,Construction,45.631,Gross Value Added
2000.0,Romania,Construction,39.779,Gross Value Added
2000.25,Romania,Construction,42.799,Gross Value Added
2000.5,Romania,Construction,50.763,Gross Value Added
2000.75,Romania,Construction,50.994,Gross Value Added
2001.0,Romania,Construction,50.939,Gross Value Added
2001.25,Romania,Construction,50.778,Gross Value Added
2001.5,Romania,Construction,50.53,Gross Value Added
2001.75,Romania,Construction,51.088,Gross Value Added
2002.0,Romania,Construction,54.505,Gross Value Added
2002.25,Romania,Construction,55.869,Gross Value Added
2002.5,Romania,Construction,55.462,Gross Value Added
2002.75,Romania,Construction,57.004,Gross Value Added
2003.0,Romania,Construction,56.805,Gross Value Added
2003.25,Romania,Construction,59.08,Gross Value Added
2003.5,Romania,Construction,59.377,Gross Value Added
2003.75,Romania,Construction,60.9,Gross Value Added
2004.0,Romania,Construction,62.801,Gross Value Added
2004.25,Romania,Construction,64.031,Gross Value Added
2004.5,Romania,Construction,65.394,Gross Value Added
2004.75,Romania,Construction,65.569,Gross Value Added
2005.0,Romania,Construction,64.896,Gross Value Added
2005.25,Romania,Construction,70.242,Gross Value Added
2005.5,Romania,Construction,75.127,Gross Value Added
2005.75,Romania,Construction,76.543,Gross Value Added
2006.0,Romania,Construction,80.846,Gross Value Added
2006.25,Romania,Construction,85.484,Gross Value Added
2006.5,Romania,Construction,87.513,Gross Value Added
2006.75,Romania,Construction,98.222,Gross Value Added
2007.0,Romania,Construction,100.922,Gross Value Added
2007.25,Romania,Construction,109.965,Gross Value Added
2007.5,Romania,Construction,117.357,Gross Value Added
2007.75,Romania,Construction,125.204,Gross Value Added
2008.0,Romania,Construction,149.112,Gross Value Added
2008.25,Romania,Construction,151.607,Gross Value Added
2008.5,Romania,Construction,148.908,Gross Value Added
2008.75,Romania,Construction,145.466,Gross Value Added
2009.0,Romania,Construction,144.007,Gross Value Added
2009.25,Romania,Construction,135.879,Gross Value Added
2009.5,Romania,Construction,133.742,Gross Value Added
2009.75,Romania,Construction,121.745,Gross Value Added
2010.0,Romania,Construction,114.92,Gross Value Added
2010.25,Romania,Construction,113.567,Gross Value Added
2010.5,Romania,Construction,105.564,Gross Value Added
2010.75,Romania,Construction,98.556,Gross Value Added
2011.0,Romania,Construction,89.461,Gross Value Added
2011.25,Romania,Construction,77.671,Gross Value Added
2011.5,Romania,Construction,79.346,Gross Value Added
2011.75,Romania,Construction,71.233,Gross Value Added
2012.0,Romania,Construction,70.728,Gross Value Added
2012.25,Romania,Construction,77.007,Gross Value Added
2012.5,Romania,Construction,82.915,Gross Value Added
2012.75,Romania,Construction,80.71,Gross Value Added
2013.0,Romania,Construction,79.098,Gross Value Added
2013.25,Romania,Construction,84.773,Gross Value Added
2013.5,Romania,Construction,85.798,Gross Value Added
2013.75,Romania,Construction,83.637,Gross Value Added
2014.0,Romania,Construction,89.717,Gross Value Added
2014.25,Romania,Construction,88.202,Gross Value Added
2014.5,Romania,Construction,85.032,Gross Value Added
2014.75,Romania,Construction,90.441,Gross Value Added
2015.0,Romania,Construction,89.45,Gross Value Added
2015.25,Romania,Construction,82.449,Gross Value Added
2015.5,Romania,Construction,101.436,Gross Value Added
2015.75,Romania,Construction,98.547,Gross Value Added
2016.0,Romania,Construction,97.198,Gross Value Added
2016.25,Romania,Construction,97.937,Gross Value Added
2016.5,Romania,Construction,102.104,Gross Value Added
2016.75,Romania,Construction,104.246,Gross Value Added
2017.0,Romania,Construction,95.581,Gross Value Added
2017.25,Romania,Construction,92.039,Gross Value Added
2017.5,Romania,Construction,101.943,Gross Value Added
2017.75,Romania,Construction,102.854,Gross Value Added
2018.0,Romania,Construction,98.211,Gross Value Added
2018.25,Romania,Construction,90.389,Gross Value Added
2018.5,Romania,Construction,87.165,Gross Value Added
2018.75,Romania,Construction,93.594,Gross Value Added
2019.0,Romania,Construction,88.158,Gross Value Added
2019.25,Romania,Construction,99.612,Gross Value Added
2019.5,Romania,Construction,104.695,Gross Value Added
2019.75,Romania,Construction,99.149,Gross Value Added
2020.0,Romania,Construction,100.096,Gross Value Added
2020.25,Romania,Construction,97.356,Gross Value Added
2020.5,Romania,Construction,102.475,Gross Value Added
2020.75,Romania,Construction,100.073,Gross Value Added
2021.0,Romania,Construction,109.69,Gross Value Added
2021.25,Romania,Construction,110.233,Gross Value Added
2021.5,Romania,Construction,88.613,Gross Value Added
2021.75,Romania,Construction,101.975,Gross Value Added
2022.0,Romania,Construction,100.4,Gross Value Added
2022.25,Romania,Construction,100.164,Gross Value Added
2022.5,Romania,Construction,100.186,Gross Value Added
2022.75,Romania,Construction,108.862,Gross Value Added
2023.0,Romania,Construction,118.904,Gross Value Added
2023.25,Romania,Construction,109.24,Gross Value Added
2023.5,Romania,Construction,112.766,Gross Value Added
2023.75,Romania,Construction,120.085,Gross Value Added
2024.0,Romania,Construction,109.581,Gross Value Added
2024.25,Romania,Construction,115.351,Gross Value Added
2024.5,Romania,Construction,114.052,Gross Value Added
2024.75,Romania,Construction,109.332,Gross Value Added
2025.0,Romania,Construction,122.687,Gross Value Added
2025.25,Romania,Construction,121.779,Gross Value Added
2025.5,Romania,Construction,124.219,Gross Value Added
2025.75,Romania,Construction,110.443,Gross Value Added
2026.0,Romania,Construction,128.257,Gross Value Added
1997.0,Germany,Trade & Hospitality,68.491,Gross Value Added
1997.25,Germany,Trade & Hospitality,68.922,Gross Value Added
1997.5,Germany,Trade & Hospitality,69.162,Gross Value Added
1997.75,Germany,Trade & Hospitality,69.654,Gross Value Added
1998.0,Germany,Trade & Hospitality,71.815,Gross Value Added
1998.25,Germany,Trade & Hospitality,70.361,Gross Value Added
1998.5,Germany,Trade & Hospitality,70.832,Gross Value Added
1998.75,Germany,Trade & Hospitality,71.163,Gross Value Added
1999.0,Germany,Trade & Hospitality,71.688,Gross Value Added
1999.25,Germany,Trade & Hospitality,71.036,Gross Value Added
1999.5,Germany,Trade & Hospitality,72.33,Gross Value Added
1999.75,Germany,Trade & Hospitality,72.851,Gross Value Added
2000.0,Germany,Trade & Hospitality,73.771,Gross Value Added
2000.25,Germany,Trade & Hospitality,74.814,Gross Value Added
2000.5,Germany,Trade & Hospitality,75.055,Gross Value Added
2000.75,Germany,Trade & Hospitality,74.845,Gross Value Added
2001.0,Germany,Trade & Hospitality,77.916,Gross Value Added
2001.25,Germany,Trade & Hospitality,77.926,Gross Value Added
2001.5,Germany,Trade & Hospitality,78.187,Gross Value Added
2001.75,Germany,Trade & Hospitality,78.648,Gross Value Added
2002.0,Germany,Trade & Hospitality,78.448,Gross Value Added
2002.25,Germany,Trade & Hospitality,78.939,Gross Value Added
2002.5,Germany,Trade & Hospitality,79.521,Gross Value Added
2002.75,Germany,Trade & Hospitality,80.394,Gross Value Added
2003.0,Germany,Trade & Hospitality,79.95,Gross Value Added
2003.25,Germany,Trade & Hospitality,80.431,Gross Value Added
2003.5,Germany,Trade & Hospitality,82.136,Gross Value Added
2003.75,Germany,Trade & Hospitality,82.116,Gross Value Added
2004.0,Germany,Trade & Hospitality,81.913,Gross Value Added
2004.25,Germany,Trade & Hospitality,83.438,Gross Value Added
2004.5,Germany,Trade & Hospitality,83.007,Gross Value Added
2004.75,Germany,Trade & Hospitality,83.648,Gross Value Added
2005.0,Germany,Trade & Hospitality,84.591,Gross Value Added
2005.25,Germany,Trade & Hospitality,84.792,Gross Value Added
2005.5,Germany,Trade & Hospitality,85.664,Gross Value Added
2005.75,Germany,Trade & Hospitality,86.367,Gross Value Added
2006.0,Germany,Trade & Hospitality,90.278,Gross Value Added
2006.25,Germany,Trade & Hospitality,92.064,Gross Value Added
2006.5,Germany,Trade & Hospitality,92.856,Gross Value Added
2006.75,Germany,Trade & Hospitality,95.604,Gross Value Added
2007.0,Germany,Trade & Hospitality,93.673,Gross Value Added
2007.25,Germany,Trade & Hospitality,95.359,Gross Value Added
2007.5,Germany,Trade & Hospitality,95.75,Gross Value Added
2007.75,Germany,Trade & Hospitality,97.194,Gross Value Added
2008.0,Germany,Trade & Hospitality,96.738,Gross Value Added
2008.25,Germany,Trade & Hospitality,95.735,Gross Value Added
2008.5,Germany,Trade & Hospitality,95.504,Gross Value Added
2008.75,Germany,Trade & Hospitality,94.18,Gross Value Added
2009.0,Germany,Trade & Hospitality,90.374,Gross Value Added
2009.25,Germany,Trade & Hospitality,90.163,Gross Value Added
2009.5,Germany,Trade & Hospitality,89.842,Gross Value Added
2009.75,Germany,Trade & Hospitality,90.263,Gross Value Added
2010.0,Germany,Trade & Hospitality,86.071,Gross Value Added
2010.25,Germany,Trade & Hospitality,87.956,Gross Value Added
2010.5,Germany,Trade & Hospitality,89.421,Gross Value Added
2010.75,Germany,Trade & Hospitality,88.739,Gross Value Added
2011.0,Germany,Trade & Hospitality,91.106,Gross Value Added
2011.25,Germany,Trade & Hospitality,91.166,Gross Value Added
2011.5,Germany,Trade & Hospitality,92.179,Gross Value Added
2011.75,Germany,Trade & Hospitality,92.39,Gross Value Added
2012.0,Germany,Trade & Hospitality,94.213,Gross Value Added
2012.25,Germany,Trade & Hospitality,94.403,Gross Value Added
2012.5,Germany,Trade & Hospitality,94.383,Gross Value Added
2012.75,Germany,Trade & Hospitality,93.872,Gross Value Added
2013.0,Germany,Trade & Hospitality,93.328,Gross Value Added
2013.25,Germany,Trade & Hospitality,94.25,Gross Value Added
2013.5,Germany,Trade & Hospitality,94.922,Gross Value Added
2013.75,Germany,Trade & Hospitality,94.882,Gross Value Added
2014.0,Germany,Trade & Hospitality,95.619,Gross Value Added
2014.25,Germany,Trade & Hospitality,95.078,Gross Value Added
2014.5,Germany,Trade & Hospitality,96.091,Gross Value Added
2014.75,Germany,Trade & Hospitality,97.224,Gross Value Added
2015.0,Germany,Trade & Hospitality,97.197,Gross Value Added
2015.25,Germany,Trade & Hospitality,97.327,Gross Value Added
2015.5,Germany,Trade & Hospitality,98.21,Gross Value Added
2015.75,Germany,Trade & Hospitality,98.47,Gross Value Added
2016.0,Germany,Trade & Hospitality,99.278,Gross Value Added
2016.25,Germany,Trade & Hospitality,99.157,Gross Value Added
2016.5,Germany,Trade & Hospitality,99.408,Gross Value Added
2016.75,Germany,Trade & Hospitality,100.682,Gross Value Added
2017.0,Germany,Trade & Hospitality,102.969,Gross Value Added
2017.25,Germany,Trade & Hospitality,103.761,Gross Value Added
2017.5,Germany,Trade & Hospitality,104.594,Gross Value Added
2017.75,Germany,Trade & Hospitality,105.918,Gross Value Added
2018.0,Germany,Trade & Hospitality,105.99,Gross Value Added
2018.25,Germany,Trade & Hospitality,106.602,Gross Value Added
2018.5,Germany,Trade & Hospitality,106.201,Gross Value Added
2018.75,Germany,Trade & Hospitality,107.355,Gross Value Added
2019.0,Germany,Trade & Hospitality,109.559,Gross Value Added
2019.25,Germany,Trade & Hospitality,108.977,Gross Value Added
2019.5,Germany,Trade & Hospitality,109.95,Gross Value Added
2019.75,Germany,Trade & Hospitality,110.15,Gross Value Added
2020.0,Germany,Trade & Hospitality,103.934,Gross Value Added
