Year,Country,Value,Variable
2018,Romania,116.367559,GDP per hour worked
2019,Romania,119.622166,GDP per hour worked
2020,Romania,120.772391,GDP per hour worked
2021,Romania,122.138585,GDP per hour worked
2022,Romania,127.519995,GDP per hour worked
1999,Slovak Republic,56.628198,GDP per hour worked
2000,Slovak Republic,58.450535,GDP per hour worked
2001,Slovak Republic,60.502381,GDP per hour worked
2002,Slovak Republic,64.852249,GDP per hour worked
2003,Slovak Republic,69.939165,GDP per hour worked
2004,Slovak Republic,71.918667,GDP per hour worked
2005,Slovak Republic,74.29163,GDP per hour worked
2006,Slovak Republic,78.73689,GDP per hour worked
2007,Slovak Republic,84.679472,GDP per hour worked
2008,Slovak Republic,86.504499,GDP per hour worked
2009,Slovak Republic,84.027822,GDP per hour worked
2010,Slovak Republic,89.798014,GDP per hour worked
2011,Slovak Republic,91.203199,GDP per hour worked
2012,Slovak Republic,92.564114,GDP per hour worked
2013,Slovak Republic,94.803338,GDP per hour worked
2014,Slovak Republic,96.661922,GDP per hour worked
2015,Slovak Republic,100.0,GDP per hour worked
2016,Slovak Republic,100.379876,GDP per hour worked
2017,Slovak Republic,102.645876,GDP per hour worked
2018,Slovak Republic,105.286173,GDP per hour worked
2019,Slovak Republic,107.567588,GDP per hour worked
2020,Slovak Republic,114.069058,GDP per hour worked
2021,Slovak Republic,119.38223,GDP per hour worked
2022,Slovak Republic,116.498106,GDP per hour worked
1999,Slovenia,73.893916,GDP per hour worked
2000,Slovenia,76.288661,GDP per hour worked
2001,Slovenia,78.951283,GDP per hour worked
2002,Slovenia,79.298174,GDP per hour worked
2003,Slovenia,81.746584,GDP per hour worked
2004,Slovenia,84.427877,GDP per hour worked
2005,Slovenia,90.134493,GDP per hour worked
2006,Slovenia,95.478905,GDP per hour worked
2007,Slovenia,99.578566,GDP per hour worked
2008,Slovenia,99.443009,GDP per hour worked
2009,Slovenia,93.167784,GDP per hour worked
2010,Slovenia,96.366367,GDP per hour worked
2011,Slovenia,99.864334,GDP per hour worked
2012,Slovenia,99.292575,GDP per hour worked
2013,Slovenia,98.320726,GDP per hour worked
2014,Slovenia,99.445673,GDP per hour worked
2015,Slovenia,100.0,GDP per hour worked
2016,Slovenia,103.474614,GDP per hour worked
2017,Slovenia,107.368238,GDP per hour worked
2018,Slovenia,109.957683,GDP per hour worked
2019,Slovenia,111.220721,GDP per hour worked
2020,Slovenia,112.078843,GDP per hour worked
2021,Slovenia,115.169252,GDP per hour worked
2022,Slovenia,113.49593,GDP per hour worked
1999,Spain,86.451833,GDP per hour worked
2000,Spain,86.853672,GDP per hour worked
2001,Spain,86.992814,GDP per hour worked
2002,Spain,87.127687,GDP per hour worked
2003,Spain,87.38699,GDP per hour worked
2004,Spain,87.667071,GDP per hour worked
2005,Spain,88.009535,GDP per hour worked
2006,Spain,88.524184,GDP per hour worked
2007,Spain,89.502613,GDP per hour worked
2008,Spain,89.733039,GDP per hour worked
2009,Spain,91.895675,GDP per hour worked
2010,Spain,94.231736,GDP per hour worked
2011,Spain,95.622838,GDP per hour worked
2012,Spain,97.467504,GDP per hour worked
2013,Spain,98.90578,GDP per hour worked
2014,Spain,99.211993,GDP per hour worked
2015,Spain,100.0,GDP per hour worked
2016,Spain,100.457181,GDP per hour worked
2017,Spain,101.334899,GDP per hour worked
2018,Spain,101.103306,GDP per hour worked
2019,Spain,101.664137,GDP per hour worked
2020,Spain,101.486085,GDP per hour worked
2021,Spain,100.71623,GDP per hour worked
2022,Spain,102.538091,GDP per hour worked
1999,Sweden,76.85768,GDP per hour worked
2000,Sweden,79.629707,GDP per hour worked
2001,Sweden,80.260403,GDP per hour worked
2002,Sweden,83.169216,GDP per hour worked
2003,Sweden,86.31414,GDP per hour worked
2004,Sweden,89.352479,GDP per hour worked
2005,Sweden,91.891042,GDP per hour worked
2006,Sweden,94.537496,GDP per hour worked
2007,Sweden,94.809611,GDP per hour worked
2008,Sweden,93.140242,GDP per hour worked
2009,Sweden,91.828442,GDP per hour worked
2010,Sweden,95.047112,GDP per hour worked
2011,Sweden,95.817586,GDP per hour worked
2012,Sweden,95.358961,GDP per hour worked
2013,Sweden,96.122048,GDP per hour worked
2014,Sweden,97.218063,GDP per hour worked
2015,Sweden,100.0,GDP per hour worked
2016,Sweden,99.384945,GDP per hour worked
2017,Sweden,100.270459,GDP per hour worked
2018,Sweden,100.637005,GDP per hour worked
2019,Sweden,102.934086,GDP per hour worked
2020,Sweden,104.029507,GDP per hour worked
2021,Sweden,107.698387,GDP per hour worked
2022,Sweden,108.292036,GDP per hour worked
1999,Switzerland,85.040031,GDP per hour worked
2000,Switzerland,87.789313,GDP per hour worked
2001,Switzerland,89.805215,GDP per hour worked
2002,Switzerland,90.267824,GDP per hour worked
2003,Switzerland,89.839002,GDP per hour worked
2004,Switzerland,90.36092,GDP per hour worked
2005,Switzerland,92.443071,GDP per hour worked
2006,Switzerland,94.759845,GDP per hour worked
2007,Switzerland,96.588995,GDP per hour worked
2008,Switzerland,97.52976,GDP per hour worked
2009,Switzerland,95.343298,GDP per hour worked
2010,Switzerland,98.053752,GDP per hour worked
2011,Switzerland,97.492611,GDP per hour worked
2012,Switzerland,97.874372,GDP per hour worked
2013,Switzerland,99.682146,GDP per hour worked
2014,Switzerland,100.66456,GDP per hour worked
2015,Switzerland,100.0,GDP per hour worked
2016,Switzerland,100.642001,GDP per hour worked
2017,Switzerland,102.256129,GDP per hour worked
2018,Switzerland,104.616177,GDP per hour worked
2019,Switzerland,105.19707,GDP per hour worked
2020,Switzerland,106.933647,GDP per hour worked
2021,Switzerland,109.949643,GDP per hour worked
2022,Switzerland,111.020179,GDP per hour worked
1999,UK,83.801614,GDP per hour worked
2000,UK,87.228252,GDP per hour worked
2001,UK,88.480893,GDP per hour worked
2002,UK,90.430863,GDP per hour worked
2003,UK,92.905382,GDP per hour worked
2004,UK,94.147513,GDP per hour worked
2005,UK,95.021657,GDP per hour worked
2006,UK,96.809346,GDP per hour worked
2007,UK,98.234708,GDP per hour worked
2008,UK,98.225392,GDP per hour worked
2009,UK,95.753497,GDP per hour worked
2010,UK,98.242208,GDP per hour worked
2011,UK,98.337771,GDP per hour worked
2012,UK,97.73831,GDP per hour worked
2013,UK,98.181436,GDP per hour worked
2014,UK,98.419046,GDP per hour worked
2015,UK,100.0,GDP per hour worked
2016,UK,99.39092,GDP per hour worked
2017,UK,101.395966,GDP per hour worked
2018,UK,101.573367,GDP per hour worked
2019,UK,102.076228,GDP per hour worked
2020,UK,103.987187,GDP per hour worked
2021,UK,103.244366,GDP per hour worked
2022,UK,104.285141,GDP per hour worked
1999,US,76.818796,GDP per hour worked
2000,US,78.928548,GDP per hour worked
2001,US,80.660218,GDP per hour worked
2002,US,82.891625,GDP per hour worked
2003,US,85.398085,GDP per hour worked
2004,US,87.632516,GDP per hour worked
2005,US,89.463196,GDP per hour worked
2006,US,90.31024,GDP per hour worked
2007,US,91.57842,GDP per hour worked
2008,US,92.751305,GDP per hour worked
2009,US,95.715647,GDP per hour worked
2010,US,98.245288,GDP per hour worked
2011,US,98.282918,GDP per hour worked
2012,US,98.653951,GDP per hour worked
2013,US,99.073648,GDP per hour worked
2014,US,99.446088,GDP per hour worked
2015,US,100.0,GDP per hour worked
2016,US,100.302963,GDP per hour worked
2017,US,101.201253,GDP per hour worked
2018,US,102.3422,GDP per hour worked
2019,US,103.581713,GDP per hour worked
2020,US,107.111176,GDP per hour worked
2021,US,108.386615,GDP per hour worked
2022,US,107.025198,GDP per hour worked
