Year,Country,Value,Variable
2018,Sweden,100.637005,GDP per hour worked
2019,Sweden,102.934086,GDP per hour worked
2020,Sweden,104.029507,GDP per hour worked
2021,Sweden,107.698387,GDP per hour worked
2022,Sweden,108.292036,GDP per hour worked
2000,Switzerland,87.789313,GDP per hour worked
2001,Switzerland,89.805215,GDP per hour worked
2002,Switzerland,90.267824,GDP per hour worked
2003,Switzerland,89.839002,GDP per hour worked
2004,Switzerland,90.36092,GDP per hour worked
2005,Switzerland,92.443071,GDP per hour worked
2006,Switzerland,94.759845,GDP per hour worked
2007,Switzerland,96.588995,GDP per hour worked
2008,Switzerland,97.52976,GDP per hour worked
2009,Switzerland,95.343298,GDP per hour worked
2010,Switzerland,98.053752,GDP per hour worked
2011,Switzerland,97.492611,GDP per hour worked
2012,Switzerland,97.874372,GDP per hour worked
2013,Switzerland,99.682146,GDP per hour worked
2014,Switzerland,100.66456,GDP per hour worked
2015,Switzerland,100.0,GDP per hour worked
2016,Switzerland,100.642001,GDP per hour worked
2017,Switzerland,102.256129,GDP per hour worked
2018,Switzerland,104.616177,GDP per hour worked
2019,Switzerland,105.19707,GDP per hour worked
2020,Switzerland,106.933647,GDP per hour worked
2021,Switzerland,109.949643,GDP per hour worked
2022,Switzerland,111.020179,GDP per hour worked
2000,Türkiye,62.351427,GDP per hour worked
2001,Türkiye,58.63482,GDP per hour worked
2002,Türkiye,62.573861,GDP per hour worked
2003,Türkiye,66.703512,GDP per hour worked
2004,Türkiye,72.799254,GDP per hour worked
2005,Türkiye,77.398474,GDP per hour worked
2006,Türkiye,81.036517,GDP per hour worked
2007,Türkiye,85.342439,GDP per hour worked
2008,Türkiye,85.059209,GDP per hour worked
2009,Türkiye,81.550972,GDP per hour worked
2010,Türkiye,83.60583,GDP per hour worked
2011,Türkiye,88.203014,GDP per hour worked
2012,Türkiye,90.050306,GDP per hour worked
2013,Türkiye,96.12967,GDP per hour worked
2014,Türkiye,96.077626,GDP per hour worked
2015,Türkiye,100.0,GDP per hour worked
2016,Türkiye,102.258194,GDP per hour worked
2017,Türkiye,107.118185,GDP per hour worked
2018,Türkiye,109.819438,GDP per hour worked
2019,Türkiye,114.022153,GDP per hour worked
2020,Türkiye,134.423106,GDP per hour worked
2021,Türkiye,126.155603,GDP per hour worked
2022,Türkiye,124.768544,GDP per hour worked
2000,UK,87.228252,GDP per hour worked
2001,UK,88.480893,GDP per hour worked
2002,UK,90.430863,GDP per hour worked
2003,UK,92.905382,GDP per hour worked
2004,UK,94.147513,GDP per hour worked
2005,UK,95.021657,GDP per hour worked
2006,UK,96.809346,GDP per hour worked
2007,UK,98.234708,GDP per hour worked
2008,UK,98.225392,GDP per hour worked
2009,UK,95.753497,GDP per hour worked
2010,UK,98.242208,GDP per hour worked
2011,UK,98.337771,GDP per hour worked
2012,UK,97.73831,GDP per hour worked
2013,UK,98.181436,GDP per hour worked
2014,UK,98.419046,GDP per hour worked
2015,UK,100.0,GDP per hour worked
2016,UK,99.39092,GDP per hour worked
2017,UK,101.395966,GDP per hour worked
2018,UK,101.573367,GDP per hour worked
2019,UK,102.076228,GDP per hour worked
2020,UK,103.987187,GDP per hour worked
2021,UK,103.244366,GDP per hour worked
2022,UK,104.285141,GDP per hour worked
2000,US,78.928548,GDP per hour worked
2001,US,80.660218,GDP per hour worked
2002,US,82.891625,GDP per hour worked
2003,US,85.398085,GDP per hour worked
2004,US,87.632516,GDP per hour worked
2005,US,89.463196,GDP per hour worked
2006,US,90.31024,GDP per hour worked
2007,US,91.57842,GDP per hour worked
2008,US,92.751305,GDP per hour worked
2009,US,95.715647,GDP per hour worked
2010,US,98.245288,GDP per hour worked
2011,US,98.282918,GDP per hour worked
2012,US,98.653951,GDP per hour worked
2013,US,99.073648,GDP per hour worked
2014,US,99.446088,GDP per hour worked
2015,US,100.0,GDP per hour worked
2016,US,100.302963,GDP per hour worked
2017,US,101.201253,GDP per hour worked
2018,US,102.3422,GDP per hour worked
2019,US,103.581713,GDP per hour worked
2020,US,107.111176,GDP per hour worked
2021,US,108.386615,GDP per hour worked
2022,US,107.025198,GDP per hour worked
